scenario,year,variable,commodity,sector,subsector,unit,value
BAU,2026,output,,WoodPr,,10 billion CNY,335.96454
BAU,2026,production cost,,WoodPr,,1,0.9953071
BAU,2026,capital demand,,WoodPr,,10 billion CNY,23.29923
BAU,2026,labor demand,,WoodPr,,10 billion CNY,31.966307
BAU,2026,CO2,,WoodPr,,0.1 billion tons,0.056804888
BAU,2026,energy demand,Coal,WoodPr,,10 billion CNY,0.35259822
BAU,2026,energy demand,RefPet,WoodPr,,10 billion CNY,1.5813054
BAU,2026,energy demand,ElecDist,WoodPr,,10 billion CNY,5.3612046
BAU,2026,energy demand,GasDist,WoodPr,,10 billion CNY,0.025282862
BAU,2026,domestic demand,,WoodPr,,10 billion CNY,273.81076
BAU,2026,commodity price,,WoodPr,,1,0.995443
BAU,2026,investment,,WoodPr,,10 billion CNY,35.458843
BAU,2026,government consumption,WoodPr,,,10 billion CNY,0.0
BAU,2026,household consumption,WoodPr,RuralHH,,10 billion CNY,5.879022
BAU,2026,household consumption,WoodPr,UrbanHH,,10 billion CNY,20.395277
BAU,2026,output,,PaperPr,,10 billion CNY,514.519
BAU,2026,production cost,,PaperPr,,1,0.9990935
BAU,2026,capital demand,,PaperPr,,10 billion CNY,46.401398
BAU,2026,labor demand,,PaperPr,,10 billion CNY,49.457443
BAU,2026,CO2,,PaperPr,,0.1 billion tons,0.35411066
BAU,2026,energy demand,Coal,PaperPr,,10 billion CNY,4.2799826
BAU,2026,energy demand,RefPet,PaperPr,,10 billion CNY,1.3978156
BAU,2026,energy demand,ElecDist,PaperPr,,10 billion CNY,8.336265
BAU,2026,energy demand,GasDist,PaperPr,,10 billion CNY,0.5605671
BAU,2026,domestic demand,,PaperPr,,10 billion CNY,431.5469
BAU,2026,commodity price,,PaperPr,,1,0.9997027
BAU,2026,investment,,PaperPr,,10 billion CNY,8.057541
BAU,2026,government consumption,PaperPr,,,10 billion CNY,0.0
BAU,2026,household consumption,PaperPr,RuralHH,,10 billion CNY,6.4122815
BAU,2026,household consumption,PaperPr,UrbanHH,,10 billion CNY,32.471004
BAU,2026,output,,RefPet,,10 billion CNY,493.08215
BAU,2026,production cost,,RefPet,,1,1.004078
BAU,2026,capital demand,,RefPet,,10 billion CNY,28.839968
BAU,2026,labor demand,,RefPet,,10 billion CNY,12.993247
BAU,2026,CO2,,RefPet,,0.1 billion tons,1.7797743
BAU,2026,energy demand,Coal,RefPet,,10 billion CNY,28.596209
BAU,2026,energy demand,RefPet,RefPet,,10 billion CNY,33.809944
BAU,2026,energy demand,ElecDist,RefPet,,10 billion CNY,6.589858
BAU,2026,energy demand,GasDist,RefPet,,10 billion CNY,0.62446916
BAU,2026,domestic demand,,RefPet,,10 billion CNY,475.95425
BAU,2026,commodity price,,RefPet,,1,1.0038548
BAU,2026,investment,,RefPet,,10 billion CNY,4.4931717
BAU,2026,government consumption,RefPet,,,10 billion CNY,0.0
BAU,2026,household consumption,RefPet,RuralHH,,10 billion CNY,3.0657072
BAU,2026,household consumption,RefPet,UrbanHH,,10 billion CNY,34.37809
BAU,2026,output,,Chemical,,10 billion CNY,1938.2993
BAU,2026,production cost,,Chemical,,1,1.0032884
BAU,2026,capital demand,,Chemical,,10 billion CNY,176.43387
BAU,2026,labor demand,,Chemical,,10 billion CNY,133.04121
BAU,2026,CO2,,Chemical,,0.1 billion tons,3.117019
BAU,2026,energy demand,Coal,Chemical,,10 billion CNY,27.722607
BAU,2026,energy demand,RefPet,Chemical,,10 billion CNY,93.36891
BAU,2026,energy demand,ElecDist,Chemical,,10 billion CNY,63.68434
BAU,2026,energy demand,GasDist,Chemical,,10 billion CNY,2.8330252
BAU,2026,domestic demand,,Chemical,,10 billion CNY,1784.2332
BAU,2026,commodity price,,Chemical,,1,1.0030038
BAU,2026,investment,,Chemical,,10 billion CNY,5.1545305
BAU,2026,government consumption,Chemical,,,10 billion CNY,0.0
BAU,2026,household consumption,Chemical,RuralHH,,10 billion CNY,21.104559
BAU,2026,household consumption,Chemical,UrbanHH,,10 billion CNY,90.8505
BAU,2026,output,,NMetPr,,10 billion CNY,850.48834
BAU,2026,production cost,,NMetPr,,1,1.0119004
BAU,2026,capital demand,,NMetPr,,10 billion CNY,108.940704
BAU,2026,labor demand,,NMetPr,,10 billion CNY,82.3687
BAU,2026,CO2,,NMetPr,,0.1 billion tons,5.8416576
BAU,2026,energy demand,Coal,NMetPr,,10 billion CNY,38.651054
BAU,2026,energy demand,RefPet,NMetPr,,10 billion CNY,28.998775
BAU,2026,energy demand,ElecDist,NMetPr,,10 billion CNY,40.34885
BAU,2026,energy demand,GasDist,NMetPr,,10 billion CNY,0.2126238
BAU,2026,domestic demand,,NMetPr,,10 billion CNY,814.0146
BAU,2026,commodity price,,NMetPr,,1,1.012398
BAU,2026,investment,,NMetPr,,10 billion CNY,0.9836306
BAU,2026,government consumption,NMetPr,,,10 billion CNY,0.0
BAU,2026,household consumption,NMetPr,RuralHH,,10 billion CNY,1.6096781
BAU,2026,household consumption,NMetPr,UrbanHH,,10 billion CNY,4.8265133
BAU,2026,output,,Metals,,10 billion CNY,1345.9502
BAU,2026,production cost,,Metals,,1,1.0204263
BAU,2026,capital demand,,Metals,,10 billion CNY,145.4237
BAU,2026,labor demand,,Metals,,10 billion CNY,86.8004
BAU,2026,CO2,,Metals,,0.1 billion tons,12.21991
BAU,2026,energy demand,Coal,Metals,,10 billion CNY,16.888191
BAU,2026,energy demand,RefPet,Metals,,10 billion CNY,62.8908
BAU,2026,energy demand,ElecDist,Metals,,10 billion CNY,67.12482
BAU,2026,energy demand,GasDist,Metals,,10 billion CNY,0.25969505
BAU,2026,domestic demand,,Metals,,10 billion CNY,1285.8896
BAU,2026,commodity price,,Metals,,1,1.019597
BAU,2026,investment,,Metals,,10 billion CNY,4.3198996
BAU,2026,government consumption,Metals,,,10 billion CNY,0.0
BAU,2026,household consumption,Metals,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,Metals,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,MetalPr,,10 billion CNY,554.809
BAU,2026,production cost,,MetalPr,,1,1.0083325
BAU,2026,capital demand,,MetalPr,,10 billion CNY,45.100075
BAU,2026,labor demand,,MetalPr,,10 billion CNY,59.51275
BAU,2026,CO2,,MetalPr,,0.1 billion tons,0.1192146
BAU,2026,energy demand,Coal,MetalPr,,10 billion CNY,0.5074712
BAU,2026,energy demand,RefPet,MetalPr,,10 billion CNY,4.117946
BAU,2026,energy demand,ElecDist,MetalPr,,10 billion CNY,22.2108
BAU,2026,energy demand,GasDist,MetalPr,,10 billion CNY,0.49306458
BAU,2026,domestic demand,,MetalPr,,10 billion CNY,488.92374
BAU,2026,commodity price,,MetalPr,,1,1.0098734
BAU,2026,investment,,MetalPr,,10 billion CNY,31.654802
BAU,2026,government consumption,MetalPr,,,10 billion CNY,0.0
BAU,2026,household consumption,MetalPr,RuralHH,,10 billion CNY,0.92172617
BAU,2026,household consumption,MetalPr,UrbanHH,,10 billion CNY,6.0660295
BAU,2026,output,,GenEqp,,10 billion CNY,581.5297
BAU,2026,production cost,,GenEqp,,1,1.0028778
BAU,2026,capital demand,,GenEqp,,10 billion CNY,42.89307
BAU,2026,labor demand,,GenEqp,,10 billion CNY,53.03859
BAU,2026,CO2,,GenEqp,,0.1 billion tons,0.17127617
BAU,2026,energy demand,Coal,GenEqp,,10 billion CNY,0.23134352
BAU,2026,energy demand,RefPet,GenEqp,,10 billion CNY,1.9481211
BAU,2026,energy demand,ElecDist,GenEqp,,10 billion CNY,8.250498
BAU,2026,energy demand,GasDist,GenEqp,,10 billion CNY,0.8839502
BAU,2026,domestic demand,,GenEqp,,10 billion CNY,480.9122
BAU,2026,commodity price,,GenEqp,,1,1.0034744
BAU,2026,investment,,GenEqp,,10 billion CNY,157.29987
BAU,2026,government consumption,GenEqp,,,10 billion CNY,0.0
BAU,2026,household consumption,GenEqp,RuralHH,,10 billion CNY,0.5593612
BAU,2026,household consumption,GenEqp,UrbanHH,,10 billion CNY,1.6902691
BAU,2026,output,,SpecEqp,,10 billion CNY,454.4271
BAU,2026,production cost,,SpecEqp,,1,1.0009255
BAU,2026,capital demand,,SpecEqp,,10 billion CNY,29.489986
BAU,2026,labor demand,,SpecEqp,,10 billion CNY,46.979973
BAU,2026,CO2,,SpecEqp,,0.1 billion tons,0.0865163
BAU,2026,energy demand,Coal,SpecEqp,,10 billion CNY,0.28820267
BAU,2026,energy demand,RefPet,SpecEqp,,10 billion CNY,1.4819701
BAU,2026,energy demand,ElecDist,SpecEqp,,10 billion CNY,6.2563553
BAU,2026,energy demand,GasDist,SpecEqp,,10 billion CNY,0.3662133
BAU,2026,domestic demand,,SpecEqp,,10 billion CNY,395.07178
BAU,2026,commodity price,,SpecEqp,,1,1.000872
BAU,2026,investment,,SpecEqp,,10 billion CNY,240.30847
BAU,2026,government consumption,SpecEqp,,,10 billion CNY,0.0
BAU,2026,household consumption,SpecEqp,RuralHH,,10 billion CNY,0.48382944
BAU,2026,household consumption,SpecEqp,UrbanHH,,10 billion CNY,3.1398995
BAU,2026,output,,TransEqp,,10 billion CNY,1130.6521
BAU,2026,production cost,,TransEqp,,1,1.0012634
BAU,2026,capital demand,,TransEqp,,10 billion CNY,75.70479
BAU,2026,labor demand,,TransEqp,,10 billion CNY,67.88236
BAU,2026,CO2,,TransEqp,,0.1 billion tons,0.1180238
BAU,2026,energy demand,Coal,TransEqp,,10 billion CNY,0.04823107
BAU,2026,energy demand,RefPet,TransEqp,,10 billion CNY,2.154259
BAU,2026,energy demand,ElecDist,TransEqp,,10 billion CNY,8.366473
BAU,2026,energy demand,GasDist,TransEqp,,10 billion CNY,0.234194
BAU,2026,domestic demand,,TransEqp,,10 billion CNY,1055.4175
BAU,2026,commodity price,,TransEqp,,1,1.001121
BAU,2026,investment,,TransEqp,,10 billion CNY,424.8116
BAU,2026,government consumption,TransEqp,,,10 billion CNY,0.0
BAU,2026,household consumption,TransEqp,RuralHH,,10 billion CNY,15.826636
BAU,2026,household consumption,TransEqp,UrbanHH,,10 billion CNY,142.87813
BAU,2026,output,,ElecEqp,,10 billion CNY,772.79834
BAU,2026,production cost,,ElecEqp,,1,1.0046834
BAU,2026,capital demand,,ElecEqp,,10 billion CNY,62.940853
BAU,2026,labor demand,,ElecEqp,,10 billion CNY,56.578835
BAU,2026,CO2,,ElecEqp,,0.1 billion tons,0.048847757
BAU,2026,energy demand,Coal,ElecEqp,,10 billion CNY,0.20881462
BAU,2026,energy demand,RefPet,ElecEqp,,10 billion CNY,1.3025374
BAU,2026,energy demand,ElecDist,ElecEqp,,10 billion CNY,8.030784
BAU,2026,energy demand,GasDist,ElecEqp,,10 billion CNY,0.2605222
BAU,2026,domestic demand,,ElecEqp,,10 billion CNY,604.00165
BAU,2026,commodity price,,ElecEqp,,1,1.0063429
BAU,2026,investment,,ElecEqp,,10 billion CNY,95.30816
BAU,2026,government consumption,ElecEqp,,,10 billion CNY,0.0
BAU,2026,household consumption,ElecEqp,RuralHH,,10 billion CNY,10.365525
BAU,2026,household consumption,ElecEqp,UrbanHH,,10 billion CNY,36.485733
BAU,2026,output,,ICTEqp,,10 billion CNY,1227.1505
BAU,2026,production cost,,ICTEqp,,1,0.9982518
BAU,2026,capital demand,,ICTEqp,,10 billion CNY,70.14736
BAU,2026,labor demand,,ICTEqp,,10 billion CNY,101.42166
BAU,2026,CO2,,ICTEqp,,0.1 billion tons,0.031583227
BAU,2026,energy demand,Coal,ICTEqp,,10 billion CNY,2.5056277e-6
BAU,2026,energy demand,RefPet,ICTEqp,,10 billion CNY,0.9920864
BAU,2026,energy demand,ElecDist,ICTEqp,,10 billion CNY,10.328775
BAU,2026,energy demand,GasDist,ICTEqp,,10 billion CNY,0.12271211
BAU,2026,domestic demand,,ICTEqp,,10 billion CNY,760.1816
BAU,2026,commodity price,,ICTEqp,,1,0.9985653
BAU,2026,investment,,ICTEqp,,10 billion CNY,112.45501
BAU,2026,government consumption,ICTEqp,,,10 billion CNY,0.0
BAU,2026,household consumption,ICTEqp,RuralHH,,10 billion CNY,16.072994
BAU,2026,household consumption,ICTEqp,UrbanHH,,10 billion CNY,62.54456
BAU,2026,output,,PrecInst,,10 billion CNY,109.83712
BAU,2026,production cost,,PrecInst,,1,0.9993661
BAU,2026,capital demand,,PrecInst,,10 billion CNY,8.129865
BAU,2026,labor demand,,PrecInst,,10 billion CNY,10.335118
BAU,2026,CO2,,PrecInst,,0.1 billion tons,0.0070661097
BAU,2026,energy demand,Coal,PrecInst,,10 billion CNY,0.019885072
BAU,2026,energy demand,RefPet,PrecInst,,10 billion CNY,0.3716496
BAU,2026,energy demand,ElecDist,PrecInst,,10 billion CNY,1.2698663
BAU,2026,energy demand,GasDist,PrecInst,,10 billion CNY,0.011568178
BAU,2026,domestic demand,,PrecInst,,10 billion CNY,81.22903
BAU,2026,commodity price,,PrecInst,,1,0.99863046
BAU,2026,investment,,PrecInst,,10 billion CNY,13.94787
BAU,2026,government consumption,PrecInst,,,10 billion CNY,0.0
BAU,2026,household consumption,PrecInst,RuralHH,,10 billion CNY,0.86818165
BAU,2026,household consumption,PrecInst,UrbanHH,,10 billion CNY,3.1390672
BAU,2026,output,,OthMfg,,10 billion CNY,48.67995
BAU,2026,production cost,,OthMfg,,1,1.0008397
BAU,2026,capital demand,,OthMfg,,10 billion CNY,1.8292549
BAU,2026,labor demand,,OthMfg,,10 billion CNY,2.975986
BAU,2026,CO2,,OthMfg,,0.1 billion tons,0.013422852
BAU,2026,energy demand,Coal,OthMfg,,10 billion CNY,0.09564259
BAU,2026,energy demand,RefPet,OthMfg,,10 billion CNY,0.42686316
BAU,2026,energy demand,ElecDist,OthMfg,,10 billion CNY,0.98504275
BAU,2026,energy demand,GasDist,OthMfg,,10 billion CNY,0.19681446
BAU,2026,domestic demand,,OthMfg,,10 billion CNY,38.59587
BAU,2026,commodity price,,OthMfg,,1,1.0021913
BAU,2026,investment,,OthMfg,,10 billion CNY,0.50484616
BAU,2026,government consumption,OthMfg,,,10 billion CNY,0.0
BAU,2026,household consumption,OthMfg,RuralHH,,10 billion CNY,1.3192524
BAU,2026,household consumption,OthMfg,UrbanHH,,10 billion CNY,3.584903
BAU,2026,output,,Waste,,10 billion CNY,85.10505
BAU,2026,production cost,,Waste,,1,0.99909776
BAU,2026,capital demand,,Waste,,10 billion CNY,40.44443
BAU,2026,labor demand,,Waste,,10 billion CNY,12.912733
BAU,2026,CO2,,Waste,,0.1 billion tons,0.016603928
BAU,2026,energy demand,Coal,Waste,,10 billion CNY,0.022135388
BAU,2026,energy demand,RefPet,Waste,,10 billion CNY,0.22178146
BAU,2026,energy demand,ElecDist,Waste,,10 billion CNY,0.39908126
BAU,2026,energy demand,GasDist,Waste,,10 billion CNY,0.08789108
BAU,2026,domestic demand,,Waste,,10 billion CNY,83.51793
BAU,2026,commodity price,,Waste,,1,0.99828273
BAU,2026,investment,,Waste,,10 billion CNY,0.5382206
BAU,2026,government consumption,Waste,,,10 billion CNY,0.0
BAU,2026,household consumption,Waste,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,Waste,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,MachRep,,10 billion CNY,19.158663
BAU,2026,production cost,,MachRep,,1,1.0019342
BAU,2026,capital demand,,MachRep,,10 billion CNY,0.5053224
BAU,2026,labor demand,,MachRep,,10 billion CNY,2.65588
BAU,2026,CO2,,MachRep,,0.1 billion tons,0.0110393595
BAU,2026,energy demand,Coal,MachRep,,10 billion CNY,0.035345215
BAU,2026,energy demand,RefPet,MachRep,,10 billion CNY,0.22527592
BAU,2026,energy demand,ElecDist,MachRep,,10 billion CNY,0.51438475
BAU,2026,energy demand,GasDist,MachRep,,10 billion CNY,0.098854795
BAU,2026,domestic demand,,MachRep,,10 billion CNY,14.057178
BAU,2026,commodity price,,MachRep,,1,1.0034057
BAU,2026,investment,,MachRep,,10 billion CNY,0.0
BAU,2026,government consumption,MachRep,,,10 billion CNY,0.0
BAU,2026,household consumption,MachRep,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,MachRep,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,ElecDist,,10 billion CNY,701.42926
BAU,2026,production cost,,ElecDist,,1,1.0900367
BAU,2026,capital demand,,ElecDist,,10 billion CNY,113.6289
BAU,2026,labor demand,,ElecDist,,10 billion CNY,68.73644
BAU,2026,CO2,,ElecDist,,0.1 billion tons,40.180653
BAU,2026,energy demand,Coal,ElecDist,,10 billion CNY,69.80461
BAU,2026,energy demand,RefPet,ElecDist,,10 billion CNY,9.40432
BAU,2026,energy demand,ElecDist,ElecDist,,10 billion CNY,220.01535
BAU,2026,energy demand,GasDist,ElecDist,,10 billion CNY,1.2495214
BAU,2026,domestic demand,,ElecDist,,10 billion CNY,700.4201
BAU,2026,commodity price,,ElecDist,,1,1.0901473
BAU,2026,investment,,ElecDist,,10 billion CNY,0.0
BAU,2026,government consumption,ElecDist,,,10 billion CNY,0.0
BAU,2026,household consumption,ElecDist,RuralHH,,10 billion CNY,7.5154486
BAU,2026,household consumption,ElecDist,UrbanHH,,10 billion CNY,32.48213
BAU,2026,output,,GasDist,,10 billion CNY,69.37766
BAU,2026,production cost,,GasDist,,1,0.9982255
BAU,2026,capital demand,,GasDist,,10 billion CNY,7.6372337
BAU,2026,labor demand,,GasDist,,10 billion CNY,6.5812383
BAU,2026,CO2,,GasDist,,0.1 billion tons,0.009786847
BAU,2026,energy demand,Coal,GasDist,,10 billion CNY,1.8846914
BAU,2026,energy demand,RefPet,GasDist,,10 billion CNY,1.432877
BAU,2026,energy demand,ElecDist,GasDist,,10 billion CNY,1.3752433
BAU,2026,energy demand,GasDist,GasDist,,10 billion CNY,8.860292
BAU,2026,domestic demand,,GasDist,,10 billion CNY,69.37766
BAU,2026,commodity price,,GasDist,,1,0.9982255
BAU,2026,investment,,GasDist,,10 billion CNY,0.54389197
BAU,2026,government consumption,GasDist,,,10 billion CNY,0.0
BAU,2026,household consumption,GasDist,RuralHH,,10 billion CNY,0.9013913
BAU,2026,household consumption,GasDist,UrbanHH,,10 billion CNY,23.060822
BAU,2026,output,,WatDist,,10 billion CNY,32.336628
BAU,2026,production cost,,WatDist,,1,1.006391
BAU,2026,capital demand,,WatDist,,10 billion CNY,5.3069463
BAU,2026,labor demand,,WatDist,,10 billion CNY,6.147104
BAU,2026,CO2,,WatDist,,0.1 billion tons,0.0024435343
BAU,2026,energy demand,Coal,WatDist,,10 billion CNY,0.0
BAU,2026,energy demand,RefPet,WatDist,,10 billion CNY,0.029489849
BAU,2026,energy demand,ElecDist,WatDist,,10 billion CNY,3.9328313
BAU,2026,energy demand,GasDist,WatDist,,10 billion CNY,7.691281e-5
BAU,2026,domestic demand,,WatDist,,10 billion CNY,32.336628
BAU,2026,commodity price,,WatDist,,1,1.006391
BAU,2026,investment,,WatDist,,10 billion CNY,0.38013446
BAU,2026,government consumption,WatDist,,,10 billion CNY,0.0
BAU,2026,household consumption,WatDist,RuralHH,,10 billion CNY,1.3908862
BAU,2026,household consumption,WatDist,UrbanHH,,10 billion CNY,11.312003
BAU,2026,output,,Constr,,10 billion CNY,3016.289
BAU,2026,production cost,,Constr,,1,1.0008013
BAU,2026,capital demand,,Constr,,10 billion CNY,148.02275
BAU,2026,labor demand,,Constr,,10 billion CNY,399.78665
BAU,2026,CO2,,Constr,,0.1 billion tons,0.5945423
BAU,2026,energy demand,Coal,Constr,,10 billion CNY,0.71548927
BAU,2026,energy demand,RefPet,Constr,,10 billion CNY,41.264755
BAU,2026,energy demand,ElecDist,Constr,,10 billion CNY,34.292263
BAU,2026,energy demand,GasDist,Constr,,10 billion CNY,0.041650694
BAU,2026,domestic demand,,Constr,,10 billion CNY,3005.5457
BAU,2026,commodity price,,Constr,,1,1.0008078
BAU,2026,investment,,Constr,,10 billion CNY,2874.974
BAU,2026,government consumption,Constr,,,10 billion CNY,0.0
BAU,2026,household consumption,Constr,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,Constr,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,WhRetTr,,10 billion CNY,1518.8671
BAU,2026,production cost,,WhRetTr,,1,0.99195266
BAU,2026,capital demand,,WhRetTr,,10 billion CNY,364.45657
BAU,2026,labor demand,,WhRetTr,,10 billion CNY,407.90573
BAU,2026,CO2,,WhRetTr,,0.1 billion tons,0.21425359
BAU,2026,energy demand,Coal,WhRetTr,,10 billion CNY,0.0031690062
BAU,2026,energy demand,RefPet,WhRetTr,,10 billion CNY,3.8760028
BAU,2026,energy demand,ElecDist,WhRetTr,,10 billion CNY,12.758957
BAU,2026,energy demand,GasDist,WhRetTr,,10 billion CNY,0.1368841
BAU,2026,domestic demand,,WhRetTr,,10 billion CNY,1339.3395
BAU,2026,commodity price,,WhRetTr,,1,0.99161464
BAU,2026,investment,,WhRetTr,,10 billion CNY,109.012665
BAU,2026,government consumption,WhRetTr,,,10 billion CNY,0.0
BAU,2026,household consumption,WhRetTr,RuralHH,,10 billion CNY,51.658688
BAU,2026,household consumption,WhRetTr,UrbanHH,,10 billion CNY,179.61581
BAU,2026,output,,TranspSrv,,10 billion CNY,1336.226
BAU,2026,production cost,,TranspSrv,,1,1.001358
BAU,2026,capital demand,,TranspSrv,,10 billion CNY,266.0276
BAU,2026,labor demand,,TranspSrv,,10 billion CNY,258.0137
BAU,2026,CO2,,TranspSrv,,0.1 billion tons,8.927557
BAU,2026,energy demand,Coal,TranspSrv,,10 billion CNY,0.06577476
BAU,2026,energy demand,RefPet,TranspSrv,,10 billion CNY,98.527725
BAU,2026,energy demand,ElecDist,TranspSrv,,10 billion CNY,15.158158
BAU,2026,energy demand,GasDist,TranspSrv,,10 billion CNY,17.278173
BAU,2026,domestic demand,,TranspSrv,,10 billion CNY,1233.8124
BAU,2026,commodity price,,TranspSrv,,1,1.0014718
BAU,2026,investment,,TranspSrv,,10 billion CNY,50.28455
BAU,2026,government consumption,TranspSrv,,,10 billion CNY,40.17919
BAU,2026,household consumption,TranspSrv,RuralHH,,10 billion CNY,39.92148
BAU,2026,household consumption,TranspSrv,UrbanHH,,10 billion CNY,154.61311
BAU,2026,output,,HotRest,,10 billion CNY,499.38287
BAU,2026,production cost,,HotRest,,1,0.99085194
BAU,2026,capital demand,,HotRest,,10 billion CNY,66.00888
BAU,2026,labor demand,,HotRest,,10 billion CNY,88.821175
BAU,2026,CO2,,HotRest,,0.1 billion tons,0.23656076
BAU,2026,energy demand,Coal,HotRest,,10 billion CNY,0.005269233
BAU,2026,energy demand,RefPet,HotRest,,10 billion CNY,1.0896345
BAU,2026,energy demand,ElecDist,HotRest,,10 billion CNY,4.941403
BAU,2026,energy demand,GasDist,HotRest,,10 billion CNY,2.919761
BAU,2026,domestic demand,,HotRest,,10 billion CNY,493.10773
BAU,2026,commodity price,,HotRest,,1,0.9911779
BAU,2026,investment,,HotRest,,10 billion CNY,0.0
BAU,2026,government consumption,HotRest,,,10 billion CNY,0.0
BAU,2026,household consumption,HotRest,RuralHH,,10 billion CNY,24.246897
BAU,2026,household consumption,HotRest,UrbanHH,,10 billion CNY,202.77727
