scenario,year,variable,commodity,sector,subsector,unit,value
BAU,2044,commodity price,,PaperPr,,1,0.9996269
BAU,2044,investment,,PaperPr,,10 billion CNY,13.34963
BAU,2044,government consumption,PaperPr,,,10 billion CNY,0.0
BAU,2044,household consumption,PaperPr,RuralHH,,10 billion CNY,11.456462
BAU,2044,household consumption,PaperPr,UrbanHH,,10 billion CNY,57.070007
BAU,2044,output,,RefPet,,10 billion CNY,838.8398
BAU,2044,production cost,,RefPet,,1,0.97544014
BAU,2044,capital demand,,RefPet,,10 billion CNY,43.350224
BAU,2044,labor demand,,RefPet,,10 billion CNY,14.089901
BAU,2044,CO2,,RefPet,,0.1 billion tons,2.942837
BAU,2044,energy demand,Coal,RefPet,,10 billion CNY,45.89413
BAU,2044,energy demand,RefPet,RefPet,,10 billion CNY,57.199627
BAU,2044,energy demand,ElecDist,RefPet,,10 billion CNY,11.143936
BAU,2044,energy demand,GasDist,RefPet,,10 billion CNY,1.0341885
BAU,2044,domestic demand,,RefPet,,10 billion CNY,808.2072
BAU,2044,commodity price,,RefPet,,1,0.97575545
BAU,2044,investment,,RefPet,,10 billion CNY,8.33696
BAU,2044,government consumption,RefPet,,,10 billion CNY,0.0
BAU,2044,household consumption,RefPet,RuralHH,,10 billion CNY,5.634633
BAU,2044,household consumption,RefPet,UrbanHH,,10 billion CNY,62.15713
BAU,2044,output,,Chemical,,10 billion CNY,3197.645
BAU,2044,production cost,,Chemical,,1,0.9932193
BAU,2044,capital demand,,Chemical,,10 billion CNY,258.6477
BAU,2044,labor demand,,Chemical,,10 billion CNY,140.70406
BAU,2044,CO2,,Chemical,,0.1 billion tons,4.838036
BAU,2044,energy demand,Coal,Chemical,,10 billion CNY,42.71277
BAU,2044,energy demand,RefPet,Chemical,,10 billion CNY,153.72643
BAU,2044,energy demand,ElecDist,Chemical,,10 billion CNY,104.29034
BAU,2044,energy demand,GasDist,Chemical,,10 billion CNY,4.5574136
BAU,2044,domestic demand,,Chemical,,10 billion CNY,2940.3877
BAU,2044,commodity price,,Chemical,,1,0.99313504
BAU,2044,investment,,Chemical,,10 billion CNY,8.881806
BAU,2044,government consumption,Chemical,,,10 billion CNY,0.0
BAU,2044,household consumption,Chemical,RuralHH,,10 billion CNY,38.07813
BAU,2044,household consumption,Chemical,UrbanHH,,10 billion CNY,161.25044
BAU,2044,output,,NMetPr,,10 billion CNY,1366.5371
BAU,2044,production cost,,NMetPr,,1,0.99330467
BAU,2044,capital demand,,NMetPr,,10 billion CNY,155.99474
BAU,2044,labor demand,,NMetPr,,10 billion CNY,85.08943
BAU,2044,CO2,,NMetPr,,0.1 billion tons,8.84577
BAU,2044,energy demand,Coal,NMetPr,,10 billion CNY,58.346348
BAU,2044,energy demand,RefPet,NMetPr,,10 billion CNY,46.967373
BAU,2044,energy demand,ElecDist,NMetPr,,10 billion CNY,65.07734
BAU,2044,energy demand,GasDist,NMetPr,,10 billion CNY,0.32726192
BAU,2044,domestic demand,,NMetPr,,10 billion CNY,1306.221
BAU,2044,commodity price,,NMetPr,,1,0.99338716
BAU,2044,investment,,NMetPr,,10 billion CNY,1.757511
BAU,2044,government consumption,NMetPr,,,10 billion CNY,0.0
BAU,2044,household consumption,NMetPr,RuralHH,,10 billion CNY,2.9307368
BAU,2044,household consumption,NMetPr,UrbanHH,,10 billion CNY,8.644613
BAU,2044,output,,Metals,,10 billion CNY,2243.878
BAU,2044,production cost,,Metals,,1,0.98800534
BAU,2044,capital demand,,Metals,,10 billion CNY,213.50902
BAU,2044,labor demand,,Metals,,10 billion CNY,91.93829
BAU,2044,CO2,,Metals,,0.1 billion tons,18.098606
BAU,2044,energy demand,Coal,Metals,,10 billion CNY,24.983826
BAU,2044,energy demand,RefPet,Metals,,10 billion CNY,104.17609
BAU,2044,energy demand,ElecDist,Metals,,10 billion CNY,110.58087
BAU,2044,energy demand,GasDist,Metals,,10 billion CNY,0.40415817
BAU,2044,domestic demand,,Metals,,10 billion CNY,2137.9949
BAU,2044,commodity price,,Metals,,1,0.9880766
BAU,2044,investment,,Metals,,10 billion CNY,8.112609
BAU,2044,government consumption,Metals,,,10 billion CNY,0.0
BAU,2044,household consumption,Metals,RuralHH,,10 billion CNY,0.0
BAU,2044,household consumption,Metals,UrbanHH,,10 billion CNY,0.0
BAU,2044,output,,MetalPr,,10 billion CNY,914.8506
BAU,2044,production cost,,MetalPr,,1,0.9960438
BAU,2044,capital demand,,MetalPr,,10 billion CNY,68.241905
BAU,2044,labor demand,,MetalPr,,10 billion CNY,64.96472
BAU,2044,CO2,,MetalPr,,0.1 billion tons,0.192473
BAU,2044,energy demand,Coal,MetalPr,,10 billion CNY,0.7999174
BAU,2044,energy demand,RefPet,MetalPr,,10 billion CNY,6.972
BAU,2044,energy demand,ElecDist,MetalPr,,10 billion CNY,37.426495
BAU,2044,energy demand,GasDist,MetalPr,,10 billion CNY,0.82280743
BAU,2044,domestic demand,,MetalPr,,10 billion CNY,804.42
BAU,2044,commodity price,,MetalPr,,1,0.9966678
BAU,2044,investment,,MetalPr,,10 billion CNY,55.263794
BAU,2044,government consumption,MetalPr,,,10 billion CNY,0.0
BAU,2044,household consumption,MetalPr,RuralHH,,10 billion CNY,1.6684893
BAU,2044,household consumption,MetalPr,UrbanHH,,10 billion CNY,10.801905
BAU,2044,output,,GenEqp,,10 billion CNY,982.66345
BAU,2044,production cost,,GenEqp,,1,0.9952779
BAU,2044,capital demand,,GenEqp,,10 billion CNY,66.374435
BAU,2044,labor demand,,GenEqp,,10 billion CNY,59.210583
BAU,2044,CO2,,GenEqp,,0.1 billion tons,0.2760569
BAU,2044,energy demand,Coal,GenEqp,,10 billion CNY,0.36216357
BAU,2044,energy demand,RefPet,GenEqp,,10 billion CNY,3.371485
BAU,2044,energy demand,ElecDist,GenEqp,,10 billion CNY,14.2308655
BAU,2044,energy demand,GasDist,GenEqp,,10 billion CNY,1.5143907
BAU,2044,domestic demand,,GenEqp,,10 billion CNY,811.4208
BAU,2044,commodity price,,GenEqp,,1,0.99562305
BAU,2044,investment,,GenEqp,,10 billion CNY,268.8491
BAU,2044,government consumption,GenEqp,,,10 billion CNY,0.0
BAU,2044,household consumption,GenEqp,RuralHH,,10 billion CNY,1.0071836
BAU,2044,household consumption,GenEqp,UrbanHH,,10 billion CNY,2.993963
BAU,2044,output,,SpecEqp,,10 billion CNY,748.2629
BAU,2044,production cost,,SpecEqp,,1,1.0012188
BAU,2044,capital demand,,SpecEqp,,10 billion CNY,45.28631
BAU,2044,labor demand,,SpecEqp,,10 billion CNY,52.047375
BAU,2044,CO2,,SpecEqp,,0.1 billion tons,0.14187413
BAU,2044,energy demand,Coal,SpecEqp,,10 billion CNY,0.4598041
BAU,2044,energy demand,RefPet,SpecEqp,,10 billion CNY,2.5445042
BAU,2044,energy demand,ElecDist,SpecEqp,,10 billion CNY,10.707885
BAU,2044,energy demand,GasDist,SpecEqp,,10 billion CNY,0.62160826
BAU,2044,domestic demand,,SpecEqp,,10 billion CNY,651.35583
BAU,2044,commodity price,,SpecEqp,,1,1.0011158
BAU,2044,investment,,SpecEqp,,10 billion CNY,397.63165
BAU,2044,government consumption,SpecEqp,,,10 billion CNY,0.0
BAU,2044,household consumption,SpecEqp,RuralHH,,10 billion CNY,0.86415476
BAU,2044,household consumption,SpecEqp,UrbanHH,,10 billion CNY,5.5168257
BAU,2044,output,,TransEqp,,10 billion CNY,1967.4105
BAU,2044,production cost,,TransEqp,,1,0.9879915
BAU,2044,capital demand,,TransEqp,,10 billion CNY,117.80146
BAU,2044,labor demand,,TransEqp,,10 billion CNY,76.20403
BAU,2044,CO2,,TransEqp,,0.1 billion tons,0.19609903
BAU,2044,energy demand,Coal,TransEqp,,10 billion CNY,0.07480894
BAU,2044,energy demand,RefPet,TransEqp,,10 billion CNY,3.7406878
BAU,2044,energy demand,ElecDist,TransEqp,,10 billion CNY,14.499752
BAU,2044,energy demand,GasDist,TransEqp,,10 billion CNY,0.3951105
BAU,2044,domestic demand,,TransEqp,,10 billion CNY,1834.0343
BAU,2044,commodity price,,TransEqp,,1,0.98804057
BAU,2044,investment,,TransEqp,,10 billion CNY,741.6152
BAU,2044,government consumption,TransEqp,,,10 billion CNY,0.0
BAU,2044,household consumption,TransEqp,RuralHH,,10 billion CNY,28.648735
BAU,2044,household consumption,TransEqp,UrbanHH,,10 billion CNY,254.42328
BAU,2044,output,,ElecEqp,,10 billion CNY,1324.7506
BAU,2044,production cost,,ElecEqp,,1,0.9873584
BAU,2044,capital demand,,ElecEqp,,10 billion CNY,96.50699
BAU,2044,labor demand,,ElecEqp,,10 billion CNY,62.585514
BAU,2044,CO2,,ElecEqp,,0.1 billion tons,0.081300154
BAU,2044,energy demand,Coal,ElecEqp,,10 billion CNY,0.33543822
BAU,2044,energy demand,RefPet,ElecEqp,,10 billion CNY,2.231113
BAU,2044,energy demand,ElecDist,ElecEqp,,10 billion CNY,13.715111
BAU,2044,energy demand,GasDist,ElecEqp,,10 billion CNY,0.4414494
BAU,2044,domestic demand,,ElecEqp,,10 billion CNY,1027.5762
BAU,2044,commodity price,,ElecEqp,,1,0.98682606
BAU,2044,investment,,ElecEqp,,10 billion CNY,170.72087
BAU,2044,government consumption,ElecEqp,,,10 billion CNY,0.0
BAU,2044,household consumption,ElecEqp,RuralHH,,10 billion CNY,18.884336
BAU,2044,household consumption,ElecEqp,UrbanHH,,10 billion CNY,65.38946
BAU,2044,output,,ICTEqp,,10 billion CNY,2026.2076
BAU,2044,production cost,,ICTEqp,,1,0.99918073
BAU,2044,capital demand,,ICTEqp,,10 billion CNY,107.39549
BAU,2044,labor demand,,ICTEqp,,10 billion CNY,112.02092
BAU,2044,CO2,,ICTEqp,,0.1 billion tons,0.052925583
BAU,2044,energy demand,Coal,ICTEqp,,10 billion CNY,3.529012e-6
BAU,2044,energy demand,RefPet,ICTEqp,,10 billion CNY,1.6968269
BAU,2044,energy demand,ElecDist,ICTEqp,,10 billion CNY,17.603516
BAU,2044,energy demand,GasDist,ICTEqp,,10 billion CNY,0.20340768
BAU,2044,domestic demand,,ICTEqp,,10 billion CNY,1262.666
BAU,2044,commodity price,,ICTEqp,,1,0.99984914
BAU,2044,investment,,ICTEqp,,10 billion CNY,185.30273
BAU,2044,government consumption,ICTEqp,,,10 billion CNY,0.0
BAU,2044,household consumption,ICTEqp,RuralHH,,10 billion CNY,28.677668
BAU,2044,household consumption,ICTEqp,UrbanHH,,10 billion CNY,109.77687
BAU,2044,output,,PrecInst,,10 billion CNY,182.0665
BAU,2044,production cost,,PrecInst,,1,0.99651366
BAU,2044,capital demand,,PrecInst,,10 billion CNY,12.37038
BAU,2044,labor demand,,PrecInst,,10 billion CNY,11.345115
BAU,2044,CO2,,PrecInst,,0.1 billion tons,0.011698834
BAU,2044,energy demand,Coal,PrecInst,,10 billion CNY,0.03161593
BAU,2044,energy demand,RefPet,PrecInst,,10 billion CNY,0.6320566
BAU,2044,energy demand,ElecDist,PrecInst,,10 billion CNY,2.151026
BAU,2044,energy demand,GasDist,PrecInst,,10 billion CNY,0.019178856
BAU,2044,domestic demand,,PrecInst,,10 billion CNY,134.7532
BAU,2044,commodity price,,PrecInst,,1,0.9956044
BAU,2044,investment,,PrecInst,,10 billion CNY,23.383793
BAU,2044,government consumption,PrecInst,,,10 billion CNY,0.0
BAU,2044,household consumption,PrecInst,RuralHH,,10 billion CNY,1.555728
BAU,2044,household consumption,PrecInst,UrbanHH,,10 billion CNY,5.5334744
BAU,2044,output,,OthMfg,,10 billion CNY,80.16071
BAU,2044,production cost,,OthMfg,,1,1.0130951
BAU,2044,capital demand,,OthMfg,,10 billion CNY,2.795389
BAU,2044,labor demand,,OthMfg,,10 billion CNY,3.2808974
BAU,2044,CO2,,OthMfg,,0.1 billion tons,0.02228856
BAU,2044,energy demand,Coal,OthMfg,,10 billion CNY,0.15383415
BAU,2044,energy demand,RefPet,OthMfg,,10 billion CNY,0.72927004
BAU,2044,energy demand,ElecDist,OthMfg,,10 billion CNY,1.6779627
BAU,2044,energy demand,GasDist,OthMfg,,10 billion CNY,0.33456612
BAU,2044,domestic demand,,OthMfg,,10 billion CNY,64.0744
BAU,2044,commodity price,,OthMfg,,1,1.0177609
BAU,2044,investment,,OthMfg,,10 billion CNY,0.7861648
BAU,2044,government consumption,OthMfg,,,10 billion CNY,0.0
BAU,2044,household consumption,OthMfg,RuralHH,,10 billion CNY,2.3208003
BAU,2044,household consumption,OthMfg,UrbanHH,,10 billion CNY,6.2038546
BAU,2044,output,,Waste,,10 billion CNY,149.8761
BAU,2044,production cost,,Waste,,1,0.8867489
BAU,2044,capital demand,,Waste,,10 billion CNY,59.08995
BAU,2044,labor demand,,Waste,,10 billion CNY,13.610271
BAU,2044,CO2,,Waste,,0.1 billion tons,0.025407616
BAU,2044,energy demand,Coal,Waste,,10 billion CNY,0.032788612
BAU,2044,energy demand,RefPet,Waste,,10 billion CNY,0.36265284
BAU,2044,energy demand,ElecDist,Waste,,10 billion CNY,0.65026784
BAU,2044,energy demand,GasDist,Waste,,10 billion CNY,0.14211138
BAU,2044,domestic demand,,Waste,,10 billion CNY,146.31375
BAU,2044,commodity price,,Waste,,1,0.90299314
BAU,2044,investment,,Waste,,10 billion CNY,1.3315936
BAU,2044,government consumption,Waste,,,10 billion CNY,0.0
BAU,2044,household consumption,Waste,RuralHH,,10 billion CNY,0.0
BAU,2044,household consumption,Waste,UrbanHH,,10 billion CNY,0.0
BAU,2044,output,,MachRep,,10 billion CNY,31.111061
BAU,2044,production cost,,MachRep,,1,1.0177243
BAU,2044,capital demand,,MachRep,,10 billion CNY,0.8074689
BAU,2044,labor demand,,MachRep,,10 billion CNY,3.061677
BAU,2044,CO2,,MachRep,,0.1 billion tons,0.018989604
BAU,2044,energy demand,Coal,MachRep,,10 billion CNY,0.058894508
BAU,2044,energy demand,RefPet,MachRep,,10 billion CNY,0.40318274
BAU,2044,energy demand,ElecDist,MachRep,,10 billion CNY,0.91624886
BAU,2044,energy demand,GasDist,MachRep,,10 billion CNY,0.17438236
BAU,2044,domestic demand,,MachRep,,10 billion CNY,23.138643
BAU,2044,commodity price,,MachRep,,1,1.0227648
BAU,2044,investment,,MachRep,,10 billion CNY,0.0
BAU,2044,government consumption,MachRep,,,10 billion CNY,0.0
BAU,2044,household consumption,MachRep,RuralHH,,10 billion CNY,0.0
BAU,2044,household consumption,MachRep,UrbanHH,,10 billion CNY,0.0
BAU,2044,output,,ElecDist,,10 billion CNY,1191.4908
BAU,2044,production cost,,ElecDist,,1,1.0635831
BAU,2044,capital demand,,ElecDist,,10 billion CNY,172.71112
BAU,2044,labor demand,,ElecDist,,10 billion CNY,75.37238
BAU,2044,CO2,,ElecDist,,0.1 billion tons,62.952072
BAU,2044,energy demand,Coal,ElecDist,,10 billion CNY,108.834625
BAU,2044,energy demand,RefPet,ElecDist,,10 billion CNY,15.39446
BAU,2044,energy demand,ElecDist,ElecDist,,10 billion CNY,377.7815
BAU,2044,energy demand,GasDist,ElecDist,,10 billion CNY,1.9924331
BAU,2044,domestic demand,,ElecDist,,10 billion CNY,1189.7108
BAU,2044,commodity price,,ElecDist,,1,1.0636705
BAU,2044,investment,,ElecDist,,10 billion CNY,0.0
BAU,2044,government consumption,ElecDist,,,10 billion CNY,0.0
BAU,2044,household consumption,ElecDist,RuralHH,,10 billion CNY,13.760618
BAU,2044,household consumption,ElecDist,UrbanHH,,10 billion CNY,58.506187
BAU,2044,output,,GasDist,,10 billion CNY,120.21263
BAU,2044,production cost,,GasDist,,1,0.9748317
BAU,2044,capital demand,,GasDist,,10 billion CNY,11.854777
BAU,2044,labor demand,,GasDist,,10 billion CNY,7.3698497
BAU,2044,CO2,,GasDist,,0.1 billion tons,0.016945183
BAU,2044,energy demand,Coal,GasDist,,10 billion CNY,3.1125875
BAU,2044,energy demand,RefPet,GasDist,,10 billion CNY,2.4983225
BAU,2044,energy demand,ElecDist,GasDist,,10 billion CNY,2.3847237
BAU,2044,energy demand,GasDist,GasDist,,10 billion CNY,15.341446
BAU,2044,domestic demand,,GasDist,,10 billion CNY,120.21263
BAU,2044,commodity price,,GasDist,,1,0.9748317
BAU,2044,investment,,GasDist,,10 billion CNY,0.99047536
BAU,2044,government consumption,GasDist,,,10 billion CNY,0.0
BAU,2044,household consumption,GasDist,RuralHH,,10 billion CNY,1.6489877
BAU,2044,household consumption,GasDist,UrbanHH,,10 billion CNY,41.500477
BAU,2044,output,,WatDist,,10 billion CNY,55.038906
BAU,2044,production cost,,WatDist,,1,1.0010153
BAU,2044,capital demand,,WatDist,,10 billion CNY,8.2121
BAU,2044,labor demand,,WatDist,,10 billion CNY,6.862365
BAU,2044,CO2,,WatDist,,0.1 billion tons,0.0041389326
BAU,2044,energy demand,Coal,WatDist,,10 billion CNY,0.0
BAU,2044,energy demand,RefPet,WatDist,,10 billion CNY,0.050392732
BAU,2044,energy demand,ElecDist,WatDist,,10 billion CNY,6.774841
BAU,2044,energy demand,GasDist,WatDist,,10 billion CNY,0.00011573518
BAU,2044,domestic demand,,WatDist,,10 billion CNY,55.038906
BAU,2044,commodity price,,WatDist,,1,1.0010153
BAU,2044,investment,,WatDist,,10 billion CNY,0.64324504
BAU,2044,government consumption,WatDist,,,10 billion CNY,0.0
BAU,2044,household consumption,WatDist,RuralHH,,10 billion CNY,2.498174
BAU,2044,household consumption,WatDist,UrbanHH,,10 billion CNY,19.986874
BAU,2044,output,,Constr,,10 billion CNY,4777.763
BAU,2044,production cost,,Constr,,1,1.0122521
BAU,2044,capital demand,,Constr,,10 billion CNY,225.82011
BAU,2044,labor demand,,Constr,,10 billion CNY,440.00348
BAU,2044,CO2,,Constr,,0.1 billion tons,0.9964683
BAU,2044,energy demand,Coal,Constr,,10 billion CNY,1.1317389
BAU,2044,energy demand,RefPet,Constr,,10 billion CNY,70.29044
BAU,2044,energy demand,ElecDist,Constr,,10 billion CNY,58.20395
BAU,2044,energy demand,GasDist,Constr,,10 billion CNY,0.069299705
BAU,2044,domestic demand,,Constr,,10 billion CNY,4761.2544
BAU,2044,commodity price,,Constr,,1,1.0122721
BAU,2044,investment,,Constr,,10 billion CNY,4549.6963
BAU,2044,government consumption,Constr,,,10 billion CNY,0.0
BAU,2044,household consumption,Constr,RuralHH,,10 billion CNY,0.0
BAU,2044,household consumption,Constr,UrbanHH,,10 billion CNY,0.0
BAU,2044,output,,WhRetTr,,10 billion CNY,2544.2744
BAU,2044,production cost,,WhRetTr,,1,0.9842549
BAU,2044,capital demand,,WhRetTr,,10 billion CNY,555.5595
BAU,2044,labor demand,,WhRetTr,,10 billion CNY,448.57837
BAU,2044,CO2,,WhRetTr,,0.1 billion tons,0.35775605
BAU,2044,energy demand,Coal,WhRetTr,,10 billion CNY,0.0045303837
BAU,2044,energy demand,RefPet,WhRetTr,,10 billion CNY,6.5589895
BAU,2044,energy demand,ElecDist,WhRetTr,,10 billion CNY,21.661343
BAU,2044,energy demand,GasDist,WhRetTr,,10 billion CNY,0.22993466
BAU,2044,domestic demand,,WhRetTr,,10 billion CNY,2241.2468
BAU,2044,commodity price,,WhRetTr,,1,0.9834154
BAU,2044,investment,,WhRetTr,,10 billion CNY,186.65329
BAU,2044,government consumption,WhRetTr,,,10 billion CNY,0.0
BAU,2044,household consumption,WhRetTr,RuralHH,,10 billion CNY,93.05813
BAU,2044,household consumption,WhRetTr,UrbanHH,,10 billion CNY,318.29498
BAU,2044,output,,TranspSrv,,10 billion CNY,2248.8057
BAU,2044,production cost,,TranspSrv,,1,0.98628134
BAU,2044,capital demand,,TranspSrv,,10 billion CNY,402.98737
BAU,2044,labor demand,,TranspSrv,,10 billion CNY,281.9689
BAU,2044,CO2,,TranspSrv,,0.1 billion tons,14.972059
BAU,2044,energy demand,Coal,TranspSrv,,10 billion CNY,0.10069368
BAU,2044,energy demand,RefPet,TranspSrv,,10 billion CNY,165.28284
BAU,2044,energy demand,ElecDist,TranspSrv,,10 billion CNY,25.66407
BAU,2044,energy demand,GasDist,TranspSrv,,10 billion CNY,29.025427
BAU,2044,domestic demand,,TranspSrv,,10 billion CNY,2072.561
BAU,2044,commodity price,,TranspSrv,,1,0.9862042
BAU,2044,investment,,TranspSrv,,10 billion CNY,88.56397
BAU,2044,government consumption,TranspSrv,,,10 billion CNY,69.2421
BAU,2044,household consumption,TranspSrv,RuralHH,,10 billion CNY,72.42417
BAU,2044,household consumption,TranspSrv,UrbanHH,,10 billion CNY,275.9291
BAU,2044,output,,HotRest,,10 billion CNY,830.90717
BAU,2044,production cost,,HotRest,,1,1.021257
BAU,2044,capital demand,,HotRest,,10 billion CNY,101.329094
BAU,2044,labor demand,,HotRest,,10 billion CNY,98.365326
BAU,2044,CO2,,HotRest,,0.1 billion tons,0.39396515
BAU,2044,energy demand,Coal,HotRest,,10 billion CNY,0.007598518
BAU,2044,energy demand,RefPet,HotRest,,10 billion CNY,1.8599588
BAU,2044,energy demand,ElecDist,HotRest,,10 billion CNY,8.462332
BAU,2044,energy demand,GasDist,HotRest,,10 billion CNY,4.947301
BAU,2044,domestic demand,,HotRest,,10 billion CNY,821.14777
BAU,2044,commodity price,,HotRest,,1,1.0183842
BAU,2044,investment,,HotRest,,10 billion CNY,0.0
BAU,2044,government consumption,HotRest,,,10 billion CNY,0.0
BAU,2044,household consumption,HotRest,RuralHH,,10 billion CNY,42.16005
BAU,2044,household consumption,HotRest,UrbanHH,,10 billion CNY,346.84744
BAU,2044,output,,ICTServ,,10 billion CNY,1373.6111
BAU,2044,production cost,,ICTServ,,1,0.95294285
BAU,2044,capital demand,,ICTServ,,10 billion CNY,322.90503
BAU,2044,labor demand,,ICTServ,,10 billion CNY,149.15916
BAU,2044,CO2,,ICTServ,,0.1 billion tons,0.052169327
BAU,2044,energy demand,Coal,ICTServ,,10 billion CNY,0.0
BAU,2044,energy demand,RefPet,ICTServ,,10 billion CNY,1.6426796
BAU,2044,energy demand,ElecDist,ICTServ,,10 billion CNY,13.324585
BAU,2044,energy demand,GasDist,ICTServ,,10 billion CNY,0.10664477
BAU,2044,domestic demand,,ICTServ,,10 billion CNY,1318.3789
BAU,2044,commodity price,,ICTServ,,1,0.95264524
BAU,2044,investment,,ICTServ,,10 billion CNY,520.7217
BAU,2044,government consumption,ICTServ,,,10 billion CNY,0.0
BAU,2044,household consumption,ICTServ,RuralHH,,10 billion CNY,40.085995
BAU,2044,household consumption,ICTServ,UrbanHH,,10 billion CNY,166.38326
BAU,2044,output,,Finance,,10 billion CNY,2107.0955
BAU,2044,production cost,,Finance,,1,0.97798324
BAU,2044,capital demand,,Finance,,10 billion CNY,425.54474
BAU,2044,labor demand,,Finance,,10 billion CNY,313.2533
BAU,2044,CO2,,Finance,,0.1 billion tons,0.19999671
BAU,2044,energy demand,Coal,Finance,,10 billion CNY,0.042133395
BAU,2044,energy demand,RefPet,Finance,,10 billion CNY,6.229934
BAU,2044,energy demand,ElecDist,Finance,,10 billion CNY,10.0104685
BAU,2044,energy demand,GasDist,Finance,,10 billion CNY,0.07872044
BAU,2044,domestic demand,,Finance,,10 billion CNY,2093.5374
BAU,2044,commodity price,,Finance,,1,0.97808427
BAU,2044,investment,,Finance,,10 billion CNY,0.0
BAU,2044,government consumption,Finance,,,10 billion CNY,26.651648
BAU,2044,household consumption,Finance,RuralHH,,10 billion CNY,53.330074
BAU,2044,household consumption,Finance,UrbanHH,,10 billion CNY,419.0186
BAU,2044,output,,RealEst,,10 billion CNY,1982.735
BAU,2044,production cost,,RealEst,,1,0.89732784
BAU,2044,capital demand,,RealEst,,10 billion CNY,672.90295
BAU,2044,labor demand,,RealEst,,10 billion CNY,118.79639
BAU,2044,CO2,,RealEst,,0.1 billion tons,0.201602
BAU,2044,energy demand,Coal,RealEst,,10 billion CNY,0.080330804
BAU,2044,energy demand,RefPet,RealEst,,10 billion CNY,3.0596874
BAU,2044,energy demand,ElecDist,RealEst,,10 billion CNY,7.1652284
BAU,2044,energy demand,GasDist,RealEst,,10 billion CNY,3.4478428
BAU,2044,domestic demand,,RealEst,,10 billion CNY,1982.735
BAU,2044,commodity price,,RealEst,,1,0.89732784
BAU,2044,investment,,RealEst,,10 billion CNY,356.06454
BAU,2044,government consumption,RealEst,,,10 billion CNY,0.0
BAU,2044,household consumption,RealEst,RuralHH,,10 billion CNY,205.28615
BAU,2044,household consumption,RealEst,UrbanHH,,10 billion CNY,697.83594
BAU,2044,output,,BusServe,,10 billion CNY,1572.9293
BAU,2044,production cost,,BusServe,,1,1.0375495
BAU,2044,capital demand,,BusServe,,10 billion CNY,50.59589
BAU,2044,labor demand,,BusServe,,10 billion CNY,260.91818
BAU,2044,CO2,,BusServe,,0.1 billion tons,1.1774768
BAU,2044,energy demand,Coal,BusServe,,10 billion CNY,8.234202e-5
BAU,2044,energy demand,RefPet,BusServe,,10 billion CNY,38.469627
BAU,2044,energy demand,ElecDist,BusServe,,10 billion CNY,6.1205044
BAU,2044,energy demand,GasDist,BusServe,,10 billion CNY,0.7893391
BAU,2044,domestic demand,,BusServe,,10 billion CNY,1516.3773
BAU,2044,commodity price,,BusServe,,1,1.037912
BAU,2044,investment,,BusServe,,10 billion CNY,0.0
BAU,2044,government consumption,BusServe,,,10 billion CNY,36.30009
BAU,2044,household consumption,BusServe,RuralHH,,10 billion CNY,2.8844812
BAU,2044,household consumption,BusServe,UrbanHH,,10 billion CNY,87.485344
BAU,2044,output,,ResTech,,10 billion CNY,1078.1504
BAU,2044,production cost,,ResTech,,1,1.0145439
BAU,2044,capital demand,,ResTech,,10 billion CNY,117.596016
BAU,2044,labor demand,,ResTech,,10 billion CNY,161.14998
BAU,2044,CO2,,ResTech,,0.1 billion tons,0.62621915
BAU,2044,energy demand,Coal,ResTech,,10 billion CNY,0.4169354
BAU,2044,energy demand,RefPet,ResTech,,10 billion CNY,16.8566
BAU,2044,energy demand,ElecDist,ResTech,,10 billion CNY,7.261003
BAU,2044,energy demand,GasDist,ResTech,,10 billion CNY,0.55837864
BAU,2044,domestic demand,,ResTech,,10 billion CNY,1051.8276
BAU,2044,commodity price,,ResTech,,1,1.013835
BAU,2044,investment,,ResTech,,10 billion CNY,289.4434
BAU,2044,government consumption,ResTech,,,10 billion CNY,177.63669
BAU,2044,household consumption,ResTech,RuralHH,,10 billion CNY,1.4917917
BAU,2044,household consumption,ResTech,UrbanHH,,10 billion CNY,8.164504
BAU,2044,output,,EnvServ,,10 billion CNY,207.6749
BAU,2044,production cost,,EnvServ,,1,0.9962071
BAU,2044,capital demand,,EnvServ,,10 billion CNY,35.48698
BAU,2044,labor demand,,EnvServ,,10 billion CNY,23.971
BAU,2044,CO2,,EnvServ,,0.1 billion tons,0.10177753
BAU,2044,energy demand,Coal,EnvServ,,10 billion CNY,0.08393466
BAU,2044,energy demand,RefPet,EnvServ,,10 billion CNY,2.470335
BAU,2044,energy demand,ElecDist,EnvServ,,10 billion CNY,5.5909076
BAU,2044,energy demand,GasDist,EnvServ,,10 billion CNY,0.24642068
BAU,2044,domestic demand,,EnvServ,,10 billion CNY,205.64595
BAU,2044,commodity price,,EnvServ,,1,0.99590117
BAU,2044,investment,,EnvServ,,10 billion CNY,0.0
BAU,2044,government consumption,EnvServ,,,10 billion CNY,139.17604
BAU,2044,household consumption,EnvServ,RuralHH,,10 billion CNY,2.7820544
BAU,2044,household consumption,EnvServ,UrbanHH,,10 billion CNY,14.89037
BAU,2044,output,,ResServ,,10 billion CNY,583.9246
BAU,2044,production cost,,ResServ,,1,1.0482177
BAU,2044,capital demand,,ResServ,,10 billion CNY,43.78163
BAU,2044,labor demand,,ResServ,,10 billion CNY,152.66335
BAU,2044,CO2,,ResServ,,0.1 billion tons,0.30626073
BAU,2044,energy demand,Coal,ResServ,,10 billion CNY,0.5596151
